subject	activity	timefreq	acceleration	instrument	jerk	magnitude	variable	axis	count	average
5	LAYING	time	gravity	accelerometer	NA	magnitude	mean	NA	302	-0.898054940254967
5	LAYING	time	gravity	accelerometer	NA	magnitude	std	NA	302	-0.89871759931457
5	LAYING	freq	NA	gyroscope	NA	NA	mean	X	302	-0.957853085993377
5	LAYING	freq	NA	gyroscope	NA	NA	mean	Y	302	-0.962906232450331
5	LAYING	freq	NA	gyroscope	NA	NA	mean	Z	302	-0.962481741390728
5	LAYING	freq	NA	gyroscope	NA	NA	std	X	302	-0.962577900231788
5	LAYING	freq	NA	gyroscope	NA	NA	std	Y	302	-0.948430644503311
5	LAYING	freq	NA	gyroscope	NA	NA	std	Z	302	-0.96075885102649
5	LAYING	freq	NA	gyroscope	NA	magnitude	mean	NA	302	-0.951114870066225
5	LAYING	freq	NA	gyroscope	NA	magnitude	std	NA	302	-0.931542458741722
5	LAYING	freq	NA	gyroscope	jerk	magnitude	mean	NA	302	-0.977901604503311
5	LAYING	freq	NA	gyroscope	jerk	magnitude	std	NA	302	-0.976089601622517
5	LAYING	freq	body	accelerometer	NA	NA	mean	X	302	-0.957467443245033
5	LAYING	freq	body	accelerometer	NA	NA	mean	Y	302	-0.930346315576159
5	LAYING	freq	body	accelerometer	NA	NA	mean	Z	302	-0.949415754205298
5	LAYING	freq	body	accelerometer	NA	NA	std	X	302	-0.938639502483444
5	LAYING	freq	body	accelerometer	NA	NA	std	Y	302	-0.907186971774835
5	LAYING	freq	body	accelerometer	NA	NA	std	Z	302	-0.924151187701987
5	LAYING	freq	body	accelerometer	NA	magnitude	mean	NA	302	-0.927792237728477
5	LAYING	freq	body	accelerometer	NA	magnitude	std	NA	302	-0.900700060311258
5	LAYING	freq	body	accelerometer	jerk	NA	mean	X	302	-0.978931842847682
5	LAYING	freq	body	accelerometer	jerk	NA	mean	Y	302	-0.96796029205298
5	LAYING	freq	body	accelerometer	jerk	NA	mean	Z	302	-0.977587334039735
5	LAYING	freq	body	accelerometer	jerk	NA	std	X	302	-0.982033270364238
5	LAYING	freq	body	accelerometer	jerk	NA	std	Y	302	-0.969780216754967
5	LAYING	freq	body	accelerometer	jerk	NA	std	Z	302	-0.981851125264901
5	LAYING	freq	body	accelerometer	jerk	magnitude	mean	NA	302	-0.973267372284768
5	LAYING	freq	body	accelerometer	jerk	magnitude	std	NA	302	-0.971572846589404
6	LAYING	time	NA	gyroscope	NA	NA	mean	X	325	-0.0172908663953231
6	LAYING	time	NA	gyroscope	NA	NA	mean	Y	325	-0.0890856122184615
6	LAYING	time	NA	gyroscope	NA	NA	mean	Z	325	0.125257695089231
6	LAYING	time	NA	gyroscope	NA	NA	std	X	325	-0.971444721292308
6	LAYING	time	NA	gyroscope	NA	NA	std	Y	325	-0.972052426892308
6	LAYING	time	NA	gyroscope	NA	NA	std	Z	325	-0.965635492584615
6	LAYING	time	NA	gyroscope	NA	magnitude	mean	NA	325	-0.9404517808
6	LAYING	time	NA	gyroscope	NA	magnitude	std	NA	325	-0.947780109323077
6	LAYING	time	NA	gyroscope	jerk	NA	mean	X	325	-0.101854108950769
6	LAYING	time	NA	gyroscope	jerk	NA	mean	Y	325	-0.0379296515848615
6	LAYING	time	NA	gyroscope	jerk	NA	mean	Z	325	-0.0636149828729231
6	LAYING	time	NA	gyroscope	jerk	NA	std	X	325	-0.981690637630769
6	LAYING	time	NA	gyroscope	jerk	NA	std	Y	325	-0.986737522092308
6	LAYING	time	NA	gyroscope	jerk	NA	std	Z	325	-0.988792459661538
6	LAYING	time	NA	gyroscope	jerk	magnitude	mean	NA	325	-0.987267698523077
6	LAYING	time	NA	gyroscope	jerk	magnitude	std	NA	325	-0.984557124523077
6	LAYING	time	body	accelerometer	NA	NA	mean	X	325	0.272087330319692
6	LAYING	time	body	accelerometer	NA	NA	mean	Y	325	-0.0174948509941538
6	LAYING	time	body	accelerometer	NA	NA	mean	Z	325	-0.107018791916923
6	LAYING	time	body	accelerometer	NA	NA	std	X	325	-0.968777131969231
6	LAYING	time	body	accelerometer	NA	NA	std	Y	325	-0.950725491846154
6	LAYING	time	body	accelerometer	NA	NA	std	Z	325	-0.947476101076923
6	LAYING	time	body	accelerometer	NA	magnitude	mean	NA	325	-0.931218938486154
6	LAYING	time	body	accelerometer	NA	magnitude	std	NA	325	-0.935147833815385
6	LAYING	time	body	accelerometer	jerk	NA	mean	X	325	0.0797616301655385
6	LAYING	time	body	accelerometer	jerk	NA	mean	Y	325	0.0119201213323692
6	LAYING	time	body	accelerometer	jerk	NA	mean	Z	325	-0.00393229919658462
6	LAYING	time	body	accelerometer	jerk	NA	std	X	325	-0.984880395907692
6	LAYING	time	body	accelerometer	jerk	NA	std	Y	325	-0.980225376184615
6	LAYING	time	body	accelerometer	jerk	NA	std	Z	325	-0.983208127692308
6	LAYING	time	body	accelerometer	jerk	magnitude	mean	NA	325	-0.983858544
6	LAYING	time	body	accelerometer	jerk	magnitude	std	NA	325	-0.982795787230769
6	LAYING	time	gravity	accelerometer	NA	NA	mean	X	325	-0.494762532369231
6	LAYING	time	gravity	accelerometer	NA	NA	mean	Y	325	0.565918486323077
6	LAYING	time	gravity	accelerometer	NA	NA	mean	Z	325	0.503153119898462
6	LAYING	time	gravity	accelerometer	NA	NA	std	X	325	-0.952047263230769
6	LAYING	time	gravity	accelerometer	NA	NA	std	Y	325	-0.953541739858461
6	LAYING	time	gravity	accelerometer	NA	NA	std	Z	325	-0.936201357289231
6	LAYING	time	gravity	accelerometer	NA	magnitude	mean	NA	325	-0.931218938486154
6	LAYING	time	gravity	accelerometer	NA	magnitude	std	NA	325	-0.935147833815385
6	LAYING	freq	NA	gyroscope	NA	NA	mean	X	325	-0.968451968492308
6	LAYING	freq	NA	gyroscope	NA	NA	mean	Y	325	-0.976269322738461
6	LAYING	freq	NA	gyroscope	NA	NA	mean	Z	325	-0.9670767388
6	LAYING	freq	NA	gyroscope	NA	NA	std	X	325	-0.972653325753846
6	LAYING	freq	NA	gyroscope	NA	NA	std	Y	325	-0.970135054307692
6	LAYING	freq	NA	gyroscope	NA	NA	std	Z	325	-0.968363583907692
6	LAYING	freq	NA	gyroscope	NA	magnitude	mean	NA	325	-0.962545277476923
6	LAYING	freq	NA	gyroscope	NA	magnitude	std	NA	325	-0.947898169046154
6	LAYING	freq	NA	gyroscope	jerk	magnitude	mean	NA	325	-0.985140084492308
6	LAYING	freq	NA	gyroscope	jerk	magnitude	std	NA	325	-0.984694441630769
6	LAYING	freq	body	accelerometer	NA	NA	mean	X	325	-0.973625604707692
6	LAYING	freq	body	accelerometer	NA	NA	mean	Y	325	-0.961086033815385
6	LAYING	freq	body	accelerometer	NA	NA	mean	Z	325	-0.960381736953846
6	LAYING	freq	body	accelerometer	NA	NA	std	X	325	-0.967123518338462
6	LAYING	freq	body	accelerometer	NA	NA	std	Y	325	-0.948633975476923
6	LAYING	freq	body	accelerometer	NA	NA	std	Z	325	-0.944944787842769
6	LAYING	freq	body	accelerometer	NA	magnitude	mean	NA	325	-0.9525395816
6	LAYING	freq	body	accelerometer	NA	magnitude	std	NA	325	-0.936971701406154
6	LAYING	freq	body	accelerometer	jerk	NA	mean	X	325	-0.984878169446154
6	LAYING	freq	body	accelerometer	jerk	NA	mean	Y	325	-0.9801336824
6	LAYING	freq	body	accelerometer	jerk	NA	mean	Z	325	-0.980805148338462
6	LAYING	freq	body	accelerometer	jerk	NA	std	X	325	-0.986293264953846
6	LAYING	freq	body	accelerometer	jerk	NA	std	Y	325	-0.981845622338462
6	LAYING	freq	body	accelerometer	jerk	NA	std	Z	325	-0.984231041692308
6	LAYING	freq	body	accelerometer	jerk	magnitude	mean	NA	325	-0.982370264153846
6	LAYING	freq	body	accelerometer	jerk	magnitude	std	NA	325	-0.982378002246154
7	LAYING	time	NA	gyroscope	NA	NA	mean	X	308	-0.017741121163961
7	LAYING	time	NA	gyroscope	NA	NA	mean	Y	308	-0.101082893176104
7	LAYING	time	NA	gyroscope	NA	NA	mean	Z	308	0.124301778711364
7	LAYING	time	NA	gyroscope	NA	NA	std	X	308	-0.969189736525974
7	LAYING	time	NA	gyroscope	NA	NA	std	Y	308	-0.9601890175
7	LAYING	time	NA	gyroscope	NA	NA	std	Z	308	-0.965505586266234
7	LAYING	time	NA	gyroscope	NA	magnitude	mean	NA	308	-0.939722541948052
7	LAYING	time	NA	gyroscope	NA	magnitude	std	NA	308	-0.940026447662338
7	LAYING	time	NA	gyroscope	jerk	NA	mean	X	308	-0.102177157727273
7	LAYING	time	NA	gyroscope	jerk	NA	mean	Y	308	-0.0363422274535714
7	LAYING	time	NA	gyroscope	jerk	NA	mean	Z	308	-0.0636463735126623
7	LAYING	time	NA	gyroscope	jerk	NA	std	X	308	-0.974225298051948
7	LAYING	time	NA	gyroscope	jerk	NA	std	Y	308	-0.977810960746753
7	LAYING	time	NA	gyroscope	jerk	NA	std	Z	308	-0.983086377402597
7	LAYING	time	NA	gyroscope	jerk	magnitude	mean	NA	308	-0.980287744123377
7	LAYING	time	NA	gyroscope	jerk	magnitude	std	NA	308	-0.973295357857143
7	LAYING	time	body	accelerometer	NA	NA	mean	X	308	0.272129825126623
7	LAYING	time	body	accelerometer	NA	NA	mean	Y	308	-0.0193744550976623
7	LAYING	time	body	accelerometer	NA	NA	mean	Z	308	-0.108504221461039
7	LAYING	time	body	accelerometer	NA	NA	std	X	308	-0.963502698376623
7	LAYING	time	body	accelerometer	NA	NA	std	Y	308	-0.949073664285714
7	LAYING	time	body	accelerometer	NA	NA	std	Z	308	-0.963003919512987
7	LAYING	time	body	accelerometer	NA	magnitude	mean	NA	308	-0.95855617262987
7	LAYING	time	body	accelerometer	NA	magnitude	std	NA	308	-0.943787662905844
7	LAYING	time	body	accelerometer	jerk	NA	mean	X	308	0.0827318021152597
7	LAYING	time	body	accelerometer	jerk	NA	mean	Y	308	0.0106853986174448
7	LAYING	time	body	accelerometer	jerk	NA	mean	Z	308	-0.00214052140779221
7	LAYING	time	body	accelerometer	jerk	NA	std	X	308	-0.977504817142857
7	LAYING	time	body	accelerometer	jerk	NA	std	Y	308	-0.966910964772727
7	LAYING	time	body	accelerometer	jerk	NA	std	Z	308	-0.977200892402597
7	LAYING	time	body	accelerometer	jerk	magnitude	mean	NA	308	-0.976267577662338
7	LAYING	time	body	accelerometer	jerk	magnitude	std	NA	308	-0.969120946590909
7	LAYING	time	gravity	accelerometer	NA	NA	mean	X	308	-0.440086446974026
7	LAYING	time	gravity	accelerometer	NA	NA	mean	Y	308	0.469327794383117
7	LAYING	time	gravity	accelerometer	NA	NA	mean	Z	308	0.520032056168831
7	LAYING	time	gravity	accelerometer	NA	NA	std	X	308	-0.946562475357143
7	LAYING	time	gravity	accelerometer	NA	NA	std	Y	308	-0.977031029935065
7	LAYING	time	gravity	accelerometer	NA	NA	std	Z	308	-0.974116302373377
7	LAYING	time	gravity	accelerometer	NA	magnitude	mean	NA	308	-0.95855617262987
7	LAYING	time	gravity	accelerometer	NA	magnitude	std	NA	308	-0.943787662905844
7	LAYING	freq	NA	gyroscope	NA	NA	mean	X	308	-0.963491299675325
7	LAYING	freq	NA	gyroscope	NA	NA	mean	Y	308	-0.964248751688312
7	LAYING	freq	NA	gyroscope	NA	NA	mean	Z	308	-0.964663551948052
7	LAYING	freq	NA	gyroscope	NA	NA	std	X	308	-0.971194900616883
7	LAYING	freq	NA	gyroscope	NA	NA	std	Y	308	-0.958479656006494
7	LAYING	freq	NA	gyroscope	NA	NA	std	Z	308	-0.968972668571428
7	LAYING	freq	NA	gyroscope	NA	magnitude	mean	NA	308	-0.952655866038961
7	LAYING	freq	NA	gyroscope	NA	magnitude	std	NA	308	-0.94241111025974
7	LAYING	freq	NA	gyroscope	jerk	magnitude	mean	NA	308	-0.974666070064935
7	LAYING	freq	NA	gyroscope	jerk	magnitude	std	NA	308	-0.973265332045455
7	LAYING	freq	body	accelerometer	NA	NA	mean	X	308	-0.965588177922078
7	LAYING	freq	body	accelerometer	NA	NA	mean	Y	308	-0.954561888798701
7	LAYING	freq	body	accelerometer	NA	NA	mean	Z	308	-0.967102901818182
7	LAYING	freq	body	accelerometer	NA	NA	std	X	308	-0.962833776136364
7	LAYING	freq	body	accelerometer	NA	NA	std	Y	308	-0.949247297983766
7	LAYING	freq	body	accelerometer	NA	NA	std	Z	308	-0.963134881340909
7	LAYING	freq	body	accelerometer	NA	magnitude	mean	NA	308	-0.951281637155844
7	LAYING	freq	body	accelerometer	NA	magnitude	std	NA	308	-0.948173007960065
7	LAYING	freq	body	accelerometer	jerk	NA	mean	X	308	-0.977498283896104
7	LAYING	freq	body	accelerometer	jerk	NA	mean	Y	308	-0.967480604155844
7	LAYING	freq	body	accelerometer	jerk	NA	mean	Z	308	-0.97410384461039
7	LAYING	freq	body	accelerometer	jerk	NA	std	X	308	-0.979654114090909
7	LAYING	freq	body	accelerometer	jerk	NA	std	Y	308	-0.968727128506494
7	LAYING	freq	body	accelerometer	jerk	NA	std	Z	308	-0.978964248701299
7	LAYING	freq	body	accelerometer	jerk	magnitude	mean	NA	308	-0.969443181331169
7	LAYING	freq	body	accelerometer	jerk	magnitude	std	NA	308	-0.967714969220779
8	LAYING	time	NA	gyroscope	NA	NA	mean	X	281	-0.0191201697010249
8	LAYING	time	NA	gyroscope	NA	NA	mean	Y	281	-0.087072931569395
8	LAYING	time	NA	gyroscope	NA	NA	mean	Z	281	0.113238955078292
8	LAYING	time	NA	gyroscope	NA	NA	std	X	281	-0.980423189323843
8	LAYING	time	NA	gyroscope	NA	NA	std	Y	281	-0.967886602384342
8	LAYING	time	NA	gyroscope	NA	NA	std	Z	281	-0.971975145622776
8	LAYING	time	NA	gyroscope	NA	magnitude	mean	NA	281	-0.957407944839858
8	LAYING	time	NA	gyroscope	NA	magnitude	std	NA	281	-0.95727012227758
8	LAYING	time	NA	gyroscope	jerk	NA	mean	X	281	-0.100629233501779
8	LAYING	time	NA	gyroscope	jerk	NA	mean	Y	281	-0.0403823582608541
8	LAYING	time	NA	gyroscope	jerk	NA	mean	Z	281	-0.0624046638896797
8	LAYING	time	NA	gyroscope	jerk	NA	std	X	281	-0.984056573274021
8	LAYING	time	NA	gyroscope	jerk	NA	std	Y	281	-0.979648178469751
8	LAYING	time	NA	gyroscope	jerk	NA	std	Z	281	-0.986228372562278
8	LAYING	time	NA	gyroscope	jerk	magnitude	mean	NA	281	-0.984624611067616
8	LAYING	time	NA	gyroscope	jerk	magnitude	std	NA	281	-0.978287122313167
8	LAYING	time	body	accelerometer	NA	NA	mean	X	281	0.266352131743772
8	LAYING	time	body	accelerometer	NA	NA	mean	Y	281	-0.0173360335864769
8	LAYING	time	body	accelerometer	NA	NA	mean	Z	281	-0.106978700272598
8	LAYING	time	body	accelerometer	NA	NA	std	X	281	-0.97079467113879
8	LAYING	time	body	accelerometer	NA	NA	std	Y	281	-0.967732383202847
8	LAYING	time	body	accelerometer	NA	NA	std	Z	281	-0.968556145658363
8	LAYING	time	body	accelerometer	NA	magnitude	mean	NA	281	-0.968057203380783
8	LAYING	time	body	accelerometer	NA	magnitude	std	NA	281	-0.959607085765125
8	LAYING	time	body	accelerometer	jerk	NA	mean	X	281	0.0795160608967971
8	LAYING	time	body	accelerometer	jerk	NA	mean	Y	281	0.0107037626359786
8	LAYING	time	body	accelerometer	jerk	NA	mean	Z	281	-0.00337761681807473
8	LAYING	time	body	accelerometer	jerk	NA	std	X	281	-0.982554621352313
8	LAYING	time	body	accelerometer	jerk	NA	std	Y	281	-0.977697163701068
8	LAYING	time	body	accelerometer	jerk	NA	std	Z	281	-0.983021637508897
8	LAYING	time	body	accelerometer	jerk	magnitude	mean	NA	281	-0.983256738576513
8	LAYING	time	body	accelerometer	jerk	magnitude	std	NA	281	-0.979348590498221
8	LAYING	time	gravity	accelerometer	NA	NA	mean	X	281	-0.322789402740214
8	LAYING	time	gravity	accelerometer	NA	NA	mean	Y	281	0.766304498078292
8	LAYING	time	gravity	accelerometer	NA	NA	mean	Z	281	0.50562971805694
8	LAYING	time	gravity	accelerometer	NA	NA	std	X	281	-0.959416963523132
8	LAYING	time	gravity	accelerometer	NA	NA	std	Y	281	-0.983337896690391
8	LAYING	time	gravity	accelerometer	NA	NA	std	Z	281	-0.976653161672598
8	LAYING	time	gravity	accelerometer	NA	magnitude	mean	NA	281	-0.968057203380783
8	LAYING	time	gravity	accelerometer	NA	magnitude	std	NA	281	-0.959607085765125
8	LAYING	freq	NA	gyroscope	NA	NA	mean	X	281	-0.977018797259787
8	LAYING	freq	NA	gyroscope	NA	NA	mean	Y	281	-0.970243413807829
8	LAYING	freq	NA	gyroscope	NA	NA	mean	Z	281	-0.97137948519573
8	LAYING	freq	NA	gyroscope	NA	NA	std	X	281	-0.981676882811388
8	LAYING	freq	NA	gyroscope	NA	NA	std	Y	281	-0.967017015373665
8	LAYING	freq	NA	gyroscope	NA	NA	std	Z	281	-0.974793202206406
8	LAYING	freq	NA	gyroscope	NA	magnitude	mean	NA	281	-0.965176633380783
8	LAYING	freq	NA	gyroscope	NA	magnitude	std	NA	281	-0.959756866441281
8	LAYING	freq	NA	gyroscope	jerk	magnitude	mean	NA	281	-0.979362942989324
8	LAYING	freq	NA	gyroscope	jerk	magnitude	std	NA	281	-0.978165387117438
8	LAYING	freq	body	accelerometer	NA	NA	mean	X	281	-0.973884628896797
8	LAYING	freq	body	accelerometer	NA	NA	mean	Y	281	-0.970772116085409
8	LAYING	freq	body	accelerometer	NA	NA	mean	Z	281	-0.974163260782918
8	LAYING	freq	body	accelerometer	NA	NA	std	X	281	-0.969779149430605
8	LAYING	freq	body	accelerometer	NA	NA	std	Y	281	-0.967883003345196
8	LAYING	freq	body	accelerometer	NA	NA	std	Z	281	-0.967397400427046
8	LAYING	freq	body	accelerometer	NA	magnitude	mean	NA	281	-0.966220370106762
8	LAYING	freq	body	accelerometer	NA	magnitude	std	NA	281	-0.961883495637011
8	LAYING	freq	body	accelerometer	jerk	NA	mean	X	281	-0.982429773879003
8	LAYING	freq	body	accelerometer	jerk	NA	mean	Y	281	-0.97801681911032
8	LAYING	freq	body	accelerometer	jerk	NA	mean	Z	281	-0.980942872206406
8	LAYING	freq	body	accelerometer	jerk	NA	std	X	281	-0.984353516014235
8	LAYING	freq	body	accelerometer	jerk	NA	std	Y	281	-0.978961880284697
8	LAYING	freq	body	accelerometer	jerk	NA	std	Z	281	-0.983673603843416
8	LAYING	freq	body	accelerometer	jerk	magnitude	mean	NA	281	-0.97917130975089
8	LAYING	freq	body	accelerometer	jerk	magnitude	std	NA	281	-0.978475456725979
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	X	288	-0.0655129956896701
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	Y	288	-0.065836995396559
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	Z	288	0.107887398582813
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	X	288	-0.329405514211806
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	Y	288	-0.312448243548611
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	Z	288	-0.31498370625
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	magnitude	mean	NA	288	-0.130665446876736
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	magnitude	std	NA	288	-0.236981890948958
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	X	288	-0.0854893565283333
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	Y	288	-0.0487617592501736
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	Z	288	-0.0513928936205903
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	X	288	-0.3259267930375
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	Y	288	-0.455587001053819
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	Z	288	-0.403216338125
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	magnitude	mean	NA	288	-0.405965823970486
9	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	magnitude	std	NA	288	-0.419203569802431
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	X	288	0.291970407274306
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	Y	288	-0.0170312919111424
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	Z	288	-0.105453122040972
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	X	288	0.0541484484024306
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	Y	288	-0.0184296369744444
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	Z	288	-0.218605080080556
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	magnitude	mean	NA	288	0.0451438014381944
9	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	magnitude	std	NA	288	0.0726109346732639
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	X	288	0.0888018207996528
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	Y	288	0.00981164379548611
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	mean	Z	288	-0.00715255211388889
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	X	288	-0.0916510155532292
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	Y	288	-0.139029208924309
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	NA	std	Z	288	-0.395813202291701
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	magnitude	mean	NA	288	-0.153827413050694
9	WALKING_DOWNSTAIRS	time	body	accelerometer	jerk	magnitude	std	NA	288	-0.0790169603079861
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	X	288	0.93339770125
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	Y	288	-0.122936716048611
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	mean	Z	288	0.0134313015680556
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	X	288	-0.954485877048611
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	Y	288	-0.9366061271875
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	NA	std	Z	288	-0.913800950729167
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	magnitude	mean	NA	288	0.0451438014381944
9	WALKING_DOWNSTAIRS	time	gravity	accelerometer	NA	magnitude	std	NA	288	0.0726109346732639
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	X	288	-0.181450398429167
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	Y	288	-0.298056375111458
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	mean	Z	288	-0.226963020899653
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	X	288	-0.380214599675694
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	Y	288	-0.332732766202778
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	NA	std	Z	288	-0.410398854645833
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	magnitude	mean	NA	288	-0.267447323433681
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	NA	magnitude	std	NA	288	-0.356163252432396
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	jerk	magnitude	mean	NA	288	-0.417959381281944
9	WALKING_DOWNSTAIRS	freq	NA	gyroscope	jerk	magnitude	std	NA	288	-0.463588131131944
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	X	288	0.00616782809138889
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	Y	288	-0.00952043476458333
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	mean	Z	288	-0.229079961621528
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	X	288	0.0673515760118056
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	Y	288	-0.0875354528642708
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	NA	std	Z	288	-0.279141813429167
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	magnitude	mean	NA	288	0.0915057203784722
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	NA	magnitude	std	NA	288	-0.108194914195833
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	X	288	-0.118952309965625
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	Y	288	-0.172294562544792
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	mean	Z	288	-0.335009235054167
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	X	288	-0.147153370390278
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	Y	288	-0.163677978105903
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	NA	std	Z	288	-0.456688481613542
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	magnitude	mean	NA	288	-0.0591343914200347
9	WALKING_DOWNSTAIRS	freq	body	accelerometer	jerk	magnitude	std	NA	288	-0.114010848456597
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	X	294	-0.0959569624095578
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	Y	294	-0.0615726722755102
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	mean	Z	294	0.0872843447421769
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	X	294	-0.327950020447279
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	Y	294	-0.416013673013605
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	NA	std	Z	294	-0.294221129148503
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	magnitude	mean	NA	294	-0.16400211151983
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	NA	magnitude	std	NA	294	-0.289429040582789
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	X	294	-0.0663546737673469
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	Y	294	-0.0495494048209184
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	mean	Z	294	-0.0632799829401361
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	X	294	-0.396370060588435
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	Y	294	-0.568018375006803
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	NA	std	Z	294	-0.351388507583333
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	magnitude	mean	NA	294	-0.489357176326531
10	WALKING_DOWNSTAIRS	time	NA	gyroscope	jerk	magnitude	std	NA	294	-0.508781965727891
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	X	294	0.283283729265306
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	Y	294	-0.0177976094891615
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	mean	Z	294	-0.105255083657823
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	X	294	0.0806392595030612
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	Y	294	-0.00995736086105442
10	WALKING_DOWNSTAIRS	time	body	accelerometer	NA	NA	std	Z	294	-0.238328218123299
